id,年份,岗位代码,地区,部门名称,职位,学历,专业,招考人数,报考人数,分数线,最高分
56333,2017,100027,马鞍山,市审计局,审计,本科,财政学专业、税收学专业、金融学专业、经济与金融专业,1.0,1.0,48.0,66.0
56334,2014,100028,马鞍山,市审计局,审计,本科,土木类、工程造价专业,1.0,133.0,91.0,76.0
56335,2020,100029,马鞍山,市审计局,审计,本科,计算机类、电子信息类,4.0,67.0,75.0,69.0
56336,2016,100030,马鞍山,市城市管理局,项目建设管理,本科,城市管理专业、工程管理专业、土木工程专业,3.0,70.0,71.0,72.0
56337,2015,100031,马鞍山,宁马省际毗邻地区新型功能区管委会,城乡规划,本科,土木类、建筑类、工程管理专业,1.0,55.0,57.0,72.0
56338,2015,100032,马鞍山,宁马省际毗邻地区新型功能区管委会,综合文字,本科,中国语言文学类、新闻传播学类、历史学类、经济学类,1.0,5.0,89.0,69.0
56339,2015,100033,马鞍山,市委党校,综合文字,本科,中国语言文学类、新闻传播学类、行政管理专业,1.0,87.0,61.0,77.0
56340,2016,100034,马鞍山,市红十字会,行政管理,本科,不限,2.0,209.0,72.0,77.0
56341,2016,100035,马鞍山,市机关事务管理中心,财务管理,本科,会计学专业、会计专业、财务管理专业,1.0,110.0,60.0,72.0
56342,2014,100036,马鞍山,市生态环境局花山区生态环境保护综合行政执法大队,环境执法,本科,化学类、化工与制药类、环境科学与工程类、电子信息类（不含特设专业）,2.0,11.0,56.0,77.0
56343,2021,100037,马鞍山,市生态环境局雨山区生态环境保护综合行政执法大队,环境执法,本科,化学类、化工与制药类、环境科学与工程类,3.0,152.0,67.0,76.0
56344,2019,100038,马鞍山,含山县纪委监委机关,执纪审查,本科,法学类,1.0,1.0,74.0,65.0
56345,2017,100039,马鞍山,含山县纪委监委机关,行政管理,本科,中国语言文学类,2.0,38.0,52.0,65.0
56346,2020,100040,马鞍山,含山县纪委监委机关,行政管理,本科,经济学类,1.0,89.0,71.0,67.0
56347,2021,100041,马鞍山,含山县纪委监委机关,财务管理,本科,会计学专业、会计专业、审计学专业、审计专业,4.0,58.0,63.0,72.0
56348,2016,100042,马鞍山,含山县委办公室,综合文字,本科,不限,1.0,70.0,60.0,72.0
56349,2020,100043,马鞍山,含山县委编办,行政管理,本科,不限,4.0,1.0,54.0,81.0
56350,2015,100044,马鞍山,含山县工商联机关,行政管理,专科,不限,2.0,29.0,64.0,77.0
56351,2019,100045,马鞍山,含山县发改委,外贸管理,本科,英语专业、法学专业、新闻学专业,3.0,196.0,63.0,76.0
56352,2013,100046,马鞍山,含山县发改委,行政管理,本科,不限,2.0,137.0,64.0,75.0
56353,2021,100047,马鞍山,含山县科技局,经济管理,本科,管理学门类、经济学类,1.0,76.0,60.0,70.0
56354,2017,100048,马鞍山,含山县经济和信息化局,经济管理,本科,经济学门类、管理学门类,4.0,107.0,58.0,78.0
56355,2020,100049,马鞍山,含山县经济和信息化局,经济管理,本科,经济学门类、管理学门类,1.0,27.0,70.0,70.0
56356,2015,100050,马鞍山,含山县财政局,金融管理,本科,会计学专业、会计专业、金融学专业、财政学专业,1.0,1.0,46.0,67.0
56357,2016,100051,马鞍山,含山县自然资源和规划局,土地管理,本科,土地资源管理专业、城乡规划专业、人文地理与城乡规划专业、风景园林专业、地质工程专业,1.0,58.0,82.0,76.0
56358,2019,100052,马鞍山,含山县住建局,房地产管理,专科,房地产类、城市轨道交通类,3.0,1.0,53.0,76.0
56359,2015,100053,马鞍山,含山县农业农村局,农业管理,本科,农学门类、农业经济管理类,1.0,60.0,70.0,72.0
56360,2014,100054,马鞍山,含山县农业农村局,农业管理,本科,农学门类、农业经济管理类,1.0,58.0,93.0,84.0
56361,2022,100055,马鞍山,含山县水利局,综合文字,本科,中国语言文学类,1.0,1.0,75.0,78.0
56362,2013,100056,马鞍山,含山县卫生健康委,医疗管理,本科,临床医学类,1.0,1.0,85.0,61.0
56363,2019,100057,马鞍山,含山县卫生健康委,综合文字,本科,不限,1.0,94.0,47.0,65.0
56364,2016,100058,马鞍山,含山县卫生健康委,财务管理,本科,会计学专业、会计专业、审计学专业、审计专业、财务管理专业,4.0,48.0,55.0,68.0
56365,2022,100059,马鞍山,含山县应急管理局,安全监管,本科,安全工程专业、采矿工程专业、电气工程及其自动化专业,1.0,1.0,90.0,76.0
56366,2016,100060,马鞍山,含山县市场监督管理局,市场监管,本科,法学类,3.0,1.0,62.0,64.0
56367,2021,100061,马鞍山,含山县市场监督管理局,食品安全监管,本科,食品科学与工程类,4.0,1.0,59.0,74.0
56368,2016,100062,马鞍山,含山县市场监督管理局,市场监管,本科,计算机类、电子信息类,1.0,1.0,64.0,74.0
56369,2016,100063,马鞍山,含山县市场监督管理局,药品市场监管,本科,药学类,1.0,1.0,60.0,64.0
56370,2020,100064,马鞍山,含山县市场监督管理局,特种设备监管,本科,机械类、自动化类,4.0,11.0,47.0,66.0
56371,2014,100065,马鞍山,含山县市场监督管理局,市场监管,本科,俄语专业、法语专业、日语专业,1.0,155.0,85.0,67.0
56372,2022,100066,马鞍山,含山县市场监督管理局,市场监管,本科,化学类,3.0,125.0,88.0,70.0
56373,2014,100067,马鞍山,含山县市场监督管理局,财务管理,本科,会计学专业、会计专业、审计学专业、审计专业、财务管理专业,1.0,1.0,67.0,60.0
56374,2021,100068,马鞍山,含山县城市管理局,信息管理,本科,计算机类、电子信息类,2.0,70.0,70.0,73.0
56375,2017,100069,马鞍山,含山县城市管理局,法制审核,本科,法学类,1.0,17.0,62.0,63.0
56376,2015,100070,马鞍山,含山县信访局,行政管理,本科,不限,2.0,37.0,82.0,76.0
56377,2019,100071,马鞍山,含山县数据资源管理局,大数据管理,本科,计算机类、电子信息类,1.0,79.0,89.0,70.0
56378,2018,100072,马鞍山,含山县公共资源交易监督管理局,工程管理,本科,土木类,3.0,128.0,85.0,79.0
56379,2020,100073,马鞍山,含山县公共资源交易监督管理局,法律审核,本科,法学门类,2.0,88.0,64.0,65.0
56380,2018,100074,马鞍山,含山县司法局,司法助理,本科,法学类,3.0,1.0,71.0,68.0
56381,2017,100075,马鞍山,和县县委办公室,综合文字,本科,中国语言文学类,1.0,1.0,81.0,74.0
56382,2020,100076,马鞍山,和县纪委监委机关,信息技术,本科,计算机类、电子信息类,2.0,10.0,72.0,66.0
56383,2021,100077,马鞍山,和县县直机关工委,综合文字,本科,中国语言文学类、新闻传播学类、政治学类,1.0,1.0,89.0,76.0
56384,2013,100078,马鞍山,和县总工会,工会事务管理,本科,不限,4.0,1.0,80.0,73.0
56385,2015,100079,马鞍山,和县教育局,教育管理,本科,不限,1.0,6.0,47.0,64.0
56386,2014,100080,马鞍山,和县科技局,科技管理,本科,理学门类、工学门类,1.0,149.0,75.0,73.0
56387,2016,100081,马鞍山,和县经济和信息化局,项目管理,本科,经济与贸易类、计算机类、电子信息类,1.0,177.0,82.0,69.0
56388,2013,100082,马鞍山,和县交通运输局,综合文字,本科,中国语言文学类、法学类,1.0,60.0,64.0,71.0
56389,2015,100083,马鞍山,和县水利局,财务管理,本科,会计学专业、会计专业、审计学专业、审计专业、财务管理专业,4.0,1.0,69.0,68.0
56390,2020,100084,马鞍山,和县水利局,水利管理,本科,水利类,1.0,1.0,61.0,66.0
56391,2022,100085,马鞍山,和县市场监督管理局,特种设备监管,本科,自动化类、机械类,4.0,160.0,56.0,76.0
56392,2021,100086,马鞍山,和县市场监督管理局,市场监管,本科,法学门类,3.0,1.0,66.0,63.0
56393,2016,100087,马鞍山,和县市场监督管理局,市场监管,本科,法学门类,2.0,1.0,40.0,67.0
56394,2014,100088,马鞍山,和县市场监督管理局,食药品监管,本科,食品科学与工程类、药学类,1.0,1.0,76.0,75.0
56395,2015,100089,马鞍山,和县市场监督管理局,市场监管,本科,不限,2.0,59.0,0.0,0.0
56396,2021,100090,马鞍山,和县城市管理局,综合文字,本科,中国语言文学类、新闻传播学类、政治学类,1.0,7.0,86.0,73.0
56397,2019,100091,马鞍山,和县司法局,司法助理,本科,法学门类,2.0,11.0,52.0,67.0
56398,2018,100092,马鞍山,当涂县纪委监委机关,执纪审查,本科,法学类,3.0,103.0,73.0,70.0
56399,2017,100093,马鞍山,当涂县纪委监委机关,执纪审查,本科,工程管理专业、工程造价专业、工程审计专业,2.0,36.0,84.0,67.0
56400,2022,100094,马鞍山,当涂县纪委监委机关,执纪审查,本科,审计学专业、审计专业、财务管理专业、财政学专业、金融学专业,3.0,1.0,79.0,77.0
56401,2016,100095,马鞍山,当涂县纪委监委派驻纪检监察组,执纪审查,本科,不限,2.0,38.0,89.0,77.0
56402,2015,100096,马鞍山,当涂县纪委监委派驻纪检监察组,执纪审查,本科,不限,4.0,5.0,75.0,77.0
56403,2014,100097,马鞍山,当涂县市场监督管理局,食品卫生监管,本科,公共卫生与预防医学类,2.0,1.0,70.0,68.0
56404,2013,100098,马鞍山,当涂县市场监督管理局,食品安全监管,本科,食品科学与工程类,3.0,56.0,85.0,71.0
56405,2018,100099,马鞍山,当涂县市场监督管理局,市场监管,本科,不限,2.0,1.0,76.0,63.0
56406,2018,100100,马鞍山,当涂县市场监督管理局,特种设备监管,本科,机械类、电气类,3.0,135.0,79.0,76.0
56407,2019,100101,马鞍山,当涂县市场监督管理局,知识产权监管,本科,法学类,2.0,49.0,46.0,72.0
56408,2020,100102,马鞍山,当涂县农业农村局,财务管理,本科,经济学专业、会计学专业、会计专业、财务管理专业,4.0,130.0,64.0,74.0
56409,2015,100103,马鞍山,当涂县卫生健康委,疾病预防控制,本科,医学门类,2.0,142.0,71.0,73.0
56410,2015,100104,马鞍山,当涂县司法局,司法助理,本科,法学类、计算机类、电子信息类、中国语言文学类、会计学专业、会计专业、审计学专业、审计专业、财务管理专业,1.0,145.0,57.0,67.0
56411,2018,100105,马鞍山,当涂县司法局,司法助理,本科,不限,1.0,168.0,52.0,73.0
56412,2017,100106,马鞍山,花山区纪委监委机关,执纪审查,本科,法学类(不含特设专业）,3.0,71.0,62.0,72.0
56413,2022,100107,马鞍山,花山区应急管理局,应急管理,本科,安全科学与工程类、法学类,1.0,62.0,50.0,78.0
56414,2013,100108,马鞍山,花山区市场监督管理局,食药品监管,本科,食品科学与工程类、药学类,2.0,125.0,65.0,77.0
56415,2016,100109,马鞍山,花山区市场监督管理局,特种设备监管,本科,机械类、自动化类,3.0,39.0,79.0,66.0
56416,2022,100110,马鞍山,花山区市场监督管理局,市场监管,本科,计算机类、电子信息类,1.0,27.0,49.0,73.0
56417,2021,100111,马鞍山,花山区市场监督管理局,市场监管,本科,法学类(不含特设专业）,1.0,1.0,78.0,70.0
56418,2016,100112,马鞍山,和县档案馆,档案管理,本科,图书情报与档案管理类,3.0,1.0,55.0,81.0
56419,2021,100113,马鞍山,和县机关事务管理中心,财务管理,本科,会计学专业、会计专业、审计学专业、审计专业、财务管理专业,2.0,6.0,66.0,69.0
56420,2016,100114,马鞍山,和县投资促进中心,招商管理,本科,金融学类、电子商务类,3.0,74.0,83.0,71.0
56421,2015,100115,马鞍山,花山区投资促进中心,招商管理,本科,经济学门类,1.0,64.0,57.0,72.0
56422,2018,100116,马鞍山,花山区非税收入管理中心,财政管理,本科,经济学类、财政学类、金融学类,3.0,97.0,52.0,69.0
56423,2021,100117,马鞍山,花山区非税收入管理中心,行政管理,本科,不限,1.0,1.0,72.0,68.0
56424,2015,100118,马鞍山,含山县环峰镇机关,经济管理,本科,农学门类、经济学类、公共管理类、管理科学与工程类,4.0,1.0,61.0,68.0
56425,2016,100119,马鞍山,含山县林头镇机关,建筑管理,本科,土木类、水利类、建筑类、机械类,4.0,57.0,70.0,70.0
56426,2016,100120,马鞍山,含山县运漕镇机关,财务管理,本科,会计学专业、会计专业、财务管理专业,1.0,107.0,45.0,67.0
56427,2018,100121,马鞍山,含山县仙踪镇机关,建筑管理,本科,土木类、建筑类,1.0,1.0,72.0,71.0
56428,2018,100122,马鞍山,含山县仙踪镇机关,信息管理,本科,计算机类、电子信息类,4.0,9.0,78.0,79.0
56429,2017,100123,马鞍山,含山县陶厂镇机关,行政管理,本科,中国语言文学类、新闻传播学类,1.0,1.0,77.0,70.0
56430,2019,100124,马鞍山,含山县陶厂镇机关,旅游管理,本科,旅游管理类,1.0,128.0,74.0,75.0
56431,2015,100125,马鞍山,含山县铜闸镇机关,信息化管理,本科,计算机类、电子信息类,1.0,1.0,61.0,75.0
56432,2019,100126,马鞍山,含山县陶厂镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,3.0,65.0,56.0,63.0
56433,2015,100127,马鞍山,含山县乡镇机关,行政管理,专科,不限,4.0,456.0,58.0,78.0
56434,2016,100128,马鞍山,含山县乡镇机关,行政管理,专科,不限,4.0,1.0,33.0,74.0
56435,2013,100129,马鞍山,含山县乡镇机关,行政管理,专科,不限,7.0,82.0,62.0,64.0
56436,2019,100130,马鞍山,和县历阳镇机关,建设管理,本科,土木类、建筑类,1.0,28.0,80.0,71.0
56437,2020,100131,马鞍山,和县历阳镇机关,经济管理,本科,金融学类、工商管理类、计算机类、电子信息类,1.0,1.0,66.0,81.0
56438,2016,100132,马鞍山,和县功桥镇机关,行政管理,专科,不限,1.0,321.0,77.0,73.0
56439,2020,100133,马鞍山,和县功桥镇机关,财务管理,本科,会计学专业、会计专业、审计学专业、审计专业、财务管理专业,3.0,38.0,70.0,62.0
56440,2014,100134,马鞍山,和县香泉镇机关,行政管理,专科,不限,3.0,1.0,66.0,57.0
56441,2019,100135,马鞍山,和县香泉镇机关,行政管理,本科,不限,1.0,113.0,61.0,76.0
56442,2022,100136,马鞍山,和县乌江镇机关,人武专干,专科,不限,1.0,1.0,52.0,65.0
56443,2016,100137,马鞍山,和县善厚镇机关,经济管理,本科,金融学类、经济与贸易类、工商管理类,1.0,125.0,75.0,78.0
56444,2021,100138,马鞍山,和县善厚镇机关,建设管理,专科,土木类、建筑类,1.0,100.0,69.0,70.0
56445,2019,100139,马鞍山,和县石杨镇机关,行政管理,本科,不限,3.0,66.0,51.0,67.0
56446,2020,100140,马鞍山,和县石杨镇机关,行政管理,专科,工学门类,1.0,1.0,81.0,66.0
56447,2016,100141,马鞍山,当涂县太白镇机关,行政管理,专科,不限,1.0,100.0,59.0,77.0
56448,2013,100142,马鞍山,当涂县黄池镇机关,人武专干,专科,人民武装专业（退役军人报考可不限专业）,1.0,1.0,63.0,67.0
56449,2015,100143,马鞍山,当涂县石桥镇机关,行政管理,专科,不限,3.0,103.0,70.0,68.0
56450,2013,100144,马鞍山,当涂县湖阳镇机关,行政管理,本科,不限,4.0,58.0,57.0,59.0
56451,2021,100145,马鞍山,当涂县乡镇机关,财政管理,本科,经济学门类、会计学专业、会计专业、财政学专业,2.0,71.0,72.0,64.0
56452,2022,100146,马鞍山,当涂县乡镇机关,财务管理,本科,不限,1.0,1.0,0.0,0.0
56453,2013,100147,马鞍山,博望区博望镇机关,建设管理,本科,土木类,1.0,110.0,60.0,71.0
56454,2017,100148,马鞍山,博望区博望镇机关,行政管理,本科,中国语言文学类,1.0,110.0,78.0,74.0
56455,2018,100149,马鞍山,市公安局,人民警察,本科,航空航天类、会计学专业、会计专业、审计学专业、审计专业、财务管理专业,8.0,1.0,49.0,70.0
56456,2016,100150,马鞍山,市公安局,人民警察,本科,法学类、公安学类,5.0,17.0,81.0,72.0
56457,2021,100151,马鞍山,市公安局,人民警察,本科,法学类、中国语言文学类、新闻传播学类,8.0,1.0,73.0,71.0
56458,2015,100152,马鞍山,市公安局,人民警察,本科,计算机类、电子信息类,8.0,90.0,67.0,75.0
56459,2018,100153,马鞍山,市公安局,人民警察,本科,计算机类、电子信息类,4.0,146.0,47.0,78.0
56460,2022,100154,马鞍山,市公安局,人民警察,本科,英语专业、日语专业、柬埔寨语专业、越南语专业,5.0,1.0,79.0,72.0
56461,2022,100155,马鞍山,市公安局,特警,本科,武术与民族传统体育专业、运动训练专业、体育教育专业,1.0,82.0,58.0,64.0
56462,2021,100156,马鞍山,市公安局,法医★,本科,法医学类、临床医学类（不含麻醉学、放射医学、儿科学）,1.0,87.0,79.0,75.0
56463,2020,100157,马鞍山,市公安局,人民警察,本科,不限,3.0,108.0,62.0,67.0
56464,2015,100158,马鞍山,市公安局博望分局,人民警察,本科,不限,1.0,1.0,64.0,68.0
56465,2017,100159,马鞍山,市辖县公安局,人民警察,专科,研究生：公安学（一级学科）、公安技术（一级学科）；本科：侦查学专业、治安学专业、交通管理工程专业、刑事科学技术专业、网络安全与执法专业、警务指挥与战术专业；专科：刑事侦查专业、治安管理专业、交通管理专业、刑事科学技术专业、信息网络安全监察专业、警察指挥与战术专业、特警专业,1.0,1.0,65.0,74.0
56466,2021,100160,马鞍山,含山县公安局,人民警察,本科,不限,1.0,106.0,75.0,65.0
56467,2016,100161,马鞍山,和县公安局,人民警察,本科,不限,5.0,54.0,51.0,66.0
56468,2014,100162,马鞍山,当涂县公安局,人民警察,本科,不限,8.0,188.0,66.0,75.0
56469,2013,100163,马鞍山,当涂县公安局,人民警察,本科,不限,5.0,1.0,48.0,60.0
56470,2015,100164,马鞍山,当涂县公安局,人民警察,专科,公安学类,6.0,111.0,68.0,65.0
56471,2022,100165,马鞍山,当涂县公安局,人民警察,本科,会计学专业、会计专业、财务管理专业、统计学专业,4.0,1.0,72.0,68.0
56472,2017,100166,马鞍山,当涂县公安局,人民警察,本科,计算机类、电子信息类,1.0,122.0,51.0,69.0
56473,2020,100167,马鞍山,当涂县公安局,人民警察,本科,中国语言文学类、广播电视编导专业,1.0,54.0,49.0,62.0
56474,2021,100168,马鞍山,市中级人民法院,法官助理,本科,法学类（不含特设专业）,7.0,77.0,68.0,69.0
56475,2018,100169,马鞍山,市中级人民法院,司法行政人员,本科,计算机科学与技术专业、网络工程专业、信息安全专业、信息管理与信息系统专业,1.0,105.0,63.0,73.0
56476,2017,100170,马鞍山,含山县人民法院,法官助理,本科,法学类,4.0,1.0,69.0,66.0
56477,2019,100171,马鞍山,含山县人民法院,司法行政人员,本科,中国语言文学类，新闻学专业,1.0,19.0,62.0,77.0
56478,2013,100172,马鞍山,和县人民法院,法官助理,本科,法学类,4.0,100.0,45.0,70.0
56479,2014,100173,马鞍山,和县人民法院,法官助理,本科,法学类,7.0,2.0,76.0,73.0
56480,2019,100174,马鞍山,和县人民法院,司法警察,本科,不限,3.0,54.0,46.0,66.0
56481,2020,100175,马鞍山,和县人民法院,司法警察,本科,不限,1.0,1.0,69.0,76.0
56482,2014,100176,马鞍山,和县人民法院,司法行政人员,本科,会计学专业、会计专业、审计学专业、财务管理专业,1.0,112.0,63.0,70.0
56483,2017,100177,马鞍山,当涂县人民法院,司法警察,本科,不限,6.0,132.0,79.0,70.0
56484,2018,100178,马鞍山,当涂县人民法院,法官助理,本科,法学类,2.0,1.0,47.0,76.0
56485,2016,100179,马鞍山,花山区人民法院,司法警察,本科,公安学类,1.0,12.0,52.0,73.0
56486,2022,100180,马鞍山,花山区人民法院,司法警察,本科,公安学类,3.0,1.0,55.0,67.0
56487,2017,100181,马鞍山,雨山区人民法院,法官助理,本科,法学类,5.0,1.0,85.0,68.0
56488,2016,100182,马鞍山,博望区人民法院,法官助理,本科,法学类,1.0,24.0,46.0,63.0
56489,2018,100183,马鞍山,博望区人民法院,司法行政人员,本科,会计学专业、会计专业、审计学专业、财务管理专业,1.0,1.0,0.0,0.0
56490,2016,100184,马鞍山,市人民检察院,检察官助理,本科,法学类（不含特设专业）,2.0,3.0,76.0,75.0
56491,2022,100185,马鞍山,市人民检察院,检察官助理,本科,法学类（不含特设专业）,2.0,89.0,62.0,68.0
56492,2015,100186,马鞍山,含山县人民检察院,检察官助理,本科,法学类（不含特设专业）,2.0,1.0,74.0,70.0
56493,2014,100187,马鞍山,含山县人民检察院,司法行政人员,本科,不限,2.0,58.0,69.0,74.0
56494,2015,100188,马鞍山,含山县人民检察院,司法行政人员,本科,中国语言文学类,3.0,116.0,81.0,68.0
56495,2019,100189,马鞍山,和县人民检察院,检察官助理,本科,法学类（不含特设专业）,2.0,61.0,53.0,68.0
56496,2020,100190,马鞍山,当涂县人民检察院,检察官助理,本科,法学类（不含特设专业）,4.0,1.0,75.0,74.0
56497,2020,100191,马鞍山,当涂县人民检察院,检察官助理,本科,法学类（不含特设专业）,3.0,65.0,78.0,71.0
56498,2020,100192,马鞍山,当涂县人民检察院,司法行政人员,本科,不限,3.0,1.0,78.0,71.0
56499,2021,100193,马鞍山,花山区人民检察院,检察官助理,本科,法学类（不含特设专业）,5.0,117.0,51.0,68.0
56500,2016,100194,马鞍山,雨山区人民检察院,检察官助理,本科,法学类（不含特设专业）,3.0,58.0,67.0,71.0
56501,2013,100195,马鞍山,博望区人民检察院,检察官助理,本科,法学类（不含特设专业）,3.0,1.0,60.0,69.0
56502,2015,100196,马鞍山,博望区人民检察院,司法行政人员,本科,中国语言文学类,1.0,44.0,90.0,77.0
56503,2013,100197,马鞍山,含山县乡镇机关,行政管理,高中（中专）,不限,1.0,78.0,0.0,0.0
56504,2022,100198,马鞍山,和县乡镇机关,行政管理,高中（中专）,不限,4.0,1.0,0.0,0.0
56505,2018,170001,黄山,中共黄山市纪律检查委员会黄山市监察委员会机关,纪检监察,本科,中国语言文学类、新闻学专业、哲学专业,4.0,48.0,89.0,75.0
56506,2017,170002,黄山,中共黄山市纪律检查委员会黄山市监察委员会机关,纪检监察,本科,计算机类,4.0,1.0,66.0,78.0
56507,2014,170003,黄山,中共黄山市纪律检查委员会黄山市监察委员会机关,纪检监察,本科,会计学专业、财务管理专业、审计学专业,2.0,12.0,88.0,68.0
56508,2018,170004,黄山,中共黄山市纪律检查委员会黄山市监察委员会派驻纪检监察组,纪检监察,本科,法学类（不含特设专业）,2.0,101.0,50.0,68.0
56509,2016,170005,黄山,中共黄山市委办公室,机关综合,本科,哲学专业、法学专业、政治学与行政学专业、汉语言文学专业、汉语言专业、秘书学专业、保密管理专业、行政管理专业、档案学专业,3.0,1.0,63.0,76.0
56510,2013,170006,黄山,中共黄山市委党校,财务管理,本科,会计学专业、财务管理专业、审计学专业,4.0,49.0,82.0,67.0
56511,2018,170007,黄山,中共黄山市委党校,行政管理,本科,不限,4.0,225.0,81.0,81.0
56512,2013,170008,黄山,中共黄山市委党史和地方志研究室,综合文字,本科,历史学类,2.0,1.0,81.0,76.0
56513,2020,170009,黄山,中共黄山市委党史和地方志研究室,财务管理,本科,财政学类、会计学专业、财务管理专业,2.0,51.0,66.0,70.0
56514,2021,170010,黄山,黄山市人民政府办公室,综合文字,研究生,哲学（一级学科）、应用经济学（一级学科）、政治学（一级学科）、社会学（一级学科）、公共管理学（一级学科）、金融硕士（专业硕士）,2.0,25.0,78.0,79.0
56515,2015,170011,黄山,黄山市发展和改革委员会,经济分析,本科,经济学门类,1.0,8.0,67.0,78.0
56516,2014,170012,黄山,黄山市发展和改革委员会,项目管理,本科,机械类、材料类、电子信息类、自动化类、计算机类、能源动力类,1.0,50.0,73.0,70.0
56517,2019,170013,黄山,黄山市文化和旅游局,机关综合,本科,新闻传播学类、汉语言文学专业,1.0,42.0,67.0,67.0
56518,2020,170014,黄山,黄山市文化和旅游局,文化旅游管理,本科,文化产业管理专业、旅游管理专业、会展经济与管理专业、文物保护技术专业、文化遗产专业,2.0,88.0,63.0,71.0
56519,2021,170015,黄山,黄山市科学技术局,财务管理,本科,经济学类、财政学类、金融学类、会计学专业、财务管理专业、审计学专业,1.0,1.0,80.0,68.0
56520,2018,170016,黄山,黄山市司法局,机关综合,本科,法学类,3.0,1.0,45.0,66.0
56521,2013,170017,黄山,黄山市司法局,司法行政,本科,法学类,1.0,1.0,83.0,79.0
56522,2020,170018,黄山,黄山市财政局,财政管理,本科,财政学类、经济学类、财务管理专业,1.0,70.0,64.0,76.0
56523,2016,170019,黄山,黄山市财政局,国资监管,本科,金融学类、数学类、统计学类、审计学专业,1.0,142.0,92.0,72.0
56524,2015,170020,黄山,黄山市住房和城乡建设局,城乡建设,本科,城乡规划专业、城市设计专业、人文地理与城乡规划专业,3.0,1.0,87.0,74.0
56525,2017,170021,黄山,黄山市住房和城乡建设局,房地产管理,本科,经济学类,1.0,1.0,54.0,78.0
56526,2016,170022,黄山,黄山市商务局,综合文字,本科,公共管理类、新闻传播学类、中国语言文学类,1.0,99.0,88.0,76.0
56527,2016,170023,黄山,黄山市商务局,财务管理,本科,财政学类、会计学专业、财务管理专业,2.0,65.0,74.0,69.0
56528,2020,170024,黄山,黄山市卫生健康委员会,卫生健康,本科,基础医学类、临床医学专业,1.0,106.0,53.0,71.0
56529,2013,170025,黄山,黄山市卫生健康委员会,机关综合,本科,公共管理类、汉语言文学专业,4.0,1.0,85.0,76.0
56530,2016,170026,黄山,黄山市市场监督管理局,登记注册,本科,金融学类、经济学类、经济与贸易类、电子商务类,4.0,1.0,63.0,69.0
56531,2013,170027,黄山,黄山市市场监督管理局,消费维权,本科,食品科学与工程类、药学类、中药学类、法学专业、知识产权专业、标准化工程专业、质量管理工程专业,4.0,67.0,62.0,71.0
56532,2019,170028,黄山,黄山市市场监督管理局,消费维权,本科,工学门类,4.0,75.0,60.0,76.0
56533,2017,170029,黄山,黄山市地方金融监督管理局,金融发展与监管,本科,金融学类、经济学类、法学类,3.0,1.0,60.0,75.0
56534,2013,170030,黄山,黄山现代服务业产业园管理委员会,机关文字,本科,马克思主义理论类、汉语言文学专业、法学专业,4.0,51.0,77.0,76.0
56535,2015,170031,黄山,黄山现代服务业产业园管理委员会,经济发展,本科,经济学门类、管理学门类、土木类,1.0,1.0,77.0,82.0
56536,2014,170032,黄山,黄山风景区市场监督管理局,市场监管,本科,法学类,3.0,100.0,40.0,70.0
56537,2014,170033,黄山,黄山风景区市场监督管理局,市场监管,本科,不限,3.0,74.0,50.0,70.0
56538,2022,170034,黄山,黄山市人民政府政策研究室,综合文字,本科,中国语言文学类、历史学类、哲学类、经济学类,1.0,1.0,61.0,74.0
56539,2015,170035,黄山,黄山市人力资源和社会保障局市社会保险事业管理局,养老保险,本科,不限,1.0,27.0,71.0,80.0
56540,2022,170036,黄山,黄山市自然资源和规划局市自然资源监察支队,自然资源执法监察,本科,建筑学专业、城乡规划专业、人文地理与城乡规划专业,3.0,40.0,84.0,72.0
56541,2021,170037,黄山,黄山市住房和城乡建设局市建筑管理处,建筑市场管理,本科,土木类,2.0,120.0,83.0,75.0
56542,2015,170038,黄山,黄山市农业农村局市农业机械推广中心,农机安全生产,本科,车辆工程专业、工业设计专业、汽车服务工程专业,1.0,28.0,76.0,67.0
56543,2014,170039,黄山,屯溪区司法局,司法助理员,本科,不限,1.0,116.0,68.0,71.0
56544,2017,170040,黄山,屯溪区司法局,司法助理员,本科,法学类,1.0,1.0,74.0,69.0
56545,2018,170041,黄山,屯溪区司法局,司法助理员,本科,法学类,1.0,1.0,79.0,65.0
56546,2015,170042,黄山,屯溪区司法局,司法助理员,本科,法学类,1.0,1.0,59.0,65.0
56547,2013,170043,黄山,屯溪区司法局,司法助理员,本科,中国语言文学类、新闻传播学类,2.0,1.0,54.0,67.0
56548,2016,170044,黄山,屯溪区司法局,司法助理员,本科,审计学专业、会计学专业、财务管理专业,4.0,1.0,71.0,66.0
56549,2014,170045,黄山,屯溪区供销合作社联合社,三农事务,本科,经济学类、金融学类、会计学专业、财务管理专业,1.0,3.0,65.0,72.0
56550,2022,170046,黄山,屯溪区机关事务管理中心,机关事务,本科,建筑类、土木类,1.0,95.0,76.0,77.0
56551,2019,170047,黄山,黄山区乡镇,项目建设管理,本科,金融学类、经济与贸易类、电子信息类、计算机类、汉语言文学专业、城乡规划专业、土木工程专业,6.0,130.0,62.0,78.0
56552,2014,170048,黄山,黄山区乡镇,综合文字,本科,不限,2.0,76.0,65.0,63.0
56553,2018,170049,黄山,黄山区乡镇,组织人事管理,专科,不限,3.0,53.0,71.0,70.0
